core,400_perlbench,401_bzip2,403_gcc,410_bwaves,416_gamess,429_mcf,433_milc,434_zeusmp,435_gromacs,436_cactusADM,437_leslie3d,444_namd,445_gobmk,447_dealII,450_soplex,454_calculix,456_hmmer,458_sjeng,459_GemsFDTD,462_libquantum,464_h264ref,465_tonto,470_lbm,471_omnetpp,473_astar,483_xalancbmk
46,9.40615149278e-11,9.50257765608e-11,8.88033167553e-11,1.02400446874e-10,1.0473833581e-10,4.08894880912e-10,1.41943184231e-10,1.22829735172e-10,1.2182127031e-10,1.70051449704e-10,1.73720458799e-10,7.51775733074e-11,9.07764767751e-11,9.96374370911e-11,1.53430331804e-10,1.14268792274e-10,1.01568598763e-10,8.36285357384e-11,2.03134100025e-10,1.65550049224e-10,1.11365987206e-10,1.08018952575e-10,1.49694740363e-10,6.1403909613e-11,9.87106226574e-11,1.01004047912e-10
47,7.42108904358e-11,7.30944592128e-11,7.16703522788e-11,8.90757551927e-11,8.74920417667e-11,4.15825799068e-10,1.31058062734e-10,1.14929419231e-10,1.06232804106e-10,1.45787555375e-10,1.59459473464e-10,5.63774865387e-11,7.45808826908e-11,8.02052711637e-11,1.40792509354e-10,1.07876716168e-10,7.43214663787e-11,6.92033291015e-11,1.92001997326e-10,1.55216477242e-10,8.27692499399e-11,8.94846203201e-11,1.36041044853e-10,5.15913067336e-11,7.77747516435e-11,8.12555301872e-11
48,7.67098786885e-11,7.52448106265e-11,6.81706134415e-11,8.18162461368e-11,8.50200249706e-11,3.17580068185e-10,1.11032675374e-10,1.02198979481e-10,9.88698242419e-11,1.34130653963e-10,1.41820777482e-10,5.88968218686e-11,6.93901226275e-11,8.24442757737e-11,1.1991128019e-10,9.08864202962e-11,9.78183129834e-11,6.63466560103e-11,1.70037250705e-10,1.24465171571e-10,9.23528396443e-11,8.64344756506e-11,1.18165273553e-10,5.01706113521e-11,7.81969842819e-11,8.21672697566e-11
49,7.79854927161e-11,7.79284885398e-11,7.06634690381e-11,8.54573714577e-11,8.87401517029e-11,3.35466432914e-10,1.16702208457e-10,1.07875711974e-10,1.02913783602e-10,1.40543853986e-10,1.49881478576e-10,6.10934906938e-11,7.18966311507e-11,8.58034893014e-11,1.26070012637e-10,9.52780203464e-11,1.03101409256e-10,6.93512141388e-11,1.67009448266e-10,1.32037713398e-10,9.6479599697e-11,8.99370099701e-11,1.24123077085e-10,5.14862964515e-11,8.15526694378e-11,8.48508181969e-11
50,8.9110230802e-11,8.93886917048e-11,8.15827543795e-11,9.85394695601e-11,1.01830921134e-10,4.06397470828e-10,1.36619151645e-10,1.25903075993e-10,1.18790713763e-10,1.62204049757e-10,1.76617543893e-10,6.96621800456e-11,8.2677908137e-11,9.86944277497e-11,1.49910119046e-10,1.10606104267e-10,1.18721112292e-10,8.05994877696e-11,1.95667832796e-10,1.59082692635e-10,1.10518673404e-10,1.02988323907e-10,1.45286744749e-10,5.97163253422e-11,9.42217021198e-11,9.67526454449e-11
51,1.00799017935e-10,1.01441091786e-10,9.22874927152e-11,1.12272534536e-10,1.16587114442e-10,4.85971012681e-10,1.58300150338e-10,1.46859653789e-10,1.36714095528e-10,1.87553300341e-10,2.07327003867e-10,7.71949329977e-11,9.380073303e-11,1.12939737188e-10,1.74279098272e-10,1.27483442899e-10,1.38367803933e-10,9.15164635021e-11,2.31833193772e-10,1.87347135114e-10,1.26588485831e-10,1.1752147562e-10,1.66964943384e-10,6.63604394918e-11,1.07657368659e-10,1.06661248848e-10
52,6.66335209021e-11,6.62321486604e-11,5.98850615082e-11,7.31979183123e-11,7.39066766962e-11,2.78424353527e-10,9.92320796548e-11,8.92662316885e-11,8.74468490451e-11,1.19153540282e-10,1.20298114815e-10,5.23974805589e-11,6.04473848666e-11,7.26234317675e-11,1.04676820622e-10,8.21997499467e-11,6.98653192185e-11,5.7733738915e-11,1.50798816844e-10,1.09481147822e-10,7.73831955836e-11,7.63154521985e-11,1.0250585154e-10,4.4498172064e-11,6.83946706167e-11,7.17082066893e-11
53,6.78647683303e-11,6.89180140952e-11,6.22540468296e-11,7.68386405402e-11,7.73440262187e-11,2.96628528099e-10,1.04905052119e-10,9.48351160409e-11,9.13937083326e-11,1.25404746292e-10,1.27496589129e-10,5.45871936886e-11,6.28719109488e-11,7.59216705783e-11,1.10815722716e-10,8.65812985873e-11,7.30533852201e-11,6.05547518584e-11,1.49177502839e-10,1.17054416731e-10,8.10981593234e-11,7.97070088859e-11,1.08444750255e-10,4.58333254276e-11,7.16480111357e-11,7.42895737094e-11
54,9.3068707971e-11,9.56295654038e-11,8.59378235088e-11,1.03461708752e-10,1.04751840258e-10,4.12879038586e-10,1.42241254456e-10,1.29229012476e-10,1.23057728548e-10,1.70114726492e-10,1.74836162464e-10,7.50725996988e-11,8.65662698311e-11,1.03973049356e-10,1.54552730029e-10,1.14511114008e-10,1.02402477217e-10,8.34987454752e-11,2.02952902886e-10,1.65483149412e-10,1.14094619668e-10,1.08165319509e-10,1.50445302246e-10,6.21541179991e-11,9.96708354957e-11,1.00443551682e-10
55,8.96658934457e-11,9.21137115689e-11,8.32314650928e-11,1.03637752635e-10,1.03716535559e-10,4.46851484158e-10,1.46500436148e-10,1.33280180228e-10,1.24311535264e-10,1.71541753605e-10,1.80603661281e-10,7.06518226469e-11,8.41182218375e-11,1.02475500798e-10,1.58694135916e-10,1.18740384562e-10,9.75246623697e-11,8.17902066909e-11,2.13822409657e-10,1.72366537632e-10,1.09046415902e-10,1.06702527216e-10,1.51200999511e-10,6.04156495094e-11,9.70627086895e-11,9.56793108368e-11
56,5.05460188229e-11,4.93052435732e-11,4.60185264536e-11,6.11166078833e-11,5.8640219087e-11,2.54463051571e-10,8.58671320991e-11,7.58895428387e-11,7.19996255585e-11,9.59113869105e-11,1.02099600751e-10,3.90289679568e-11,4.68203921342e-11,5.4668114308e-11,8.95883785961e-11,7.28478409721e-11,4.90814951704e-11,4.58009525151e-11,1.31017767848e-10,9.44245944335e-11,5.40643447616e-11,6.04355178443e-11,8.93984188901e-11,3.69148891621e-11,5.15310242201e-11,5.73157906455e-11
57,5.16411683691e-11,5.19750545539e-11,4.83684569377e-11,6.47560879413e-11,6.19960454482e-11,2.72214463369e-10,9.1541218274e-11,8.09133678048e-11,7.58740788163e-11,1.02141124509e-10,1.09045260261e-10,4.12186835884e-11,4.92111188223e-11,5.76417234779e-11,9.56742760714e-11,7.72224102973e-11,5.20330833717e-11,4.8576306422e-11,1.29767134875e-10,1.01998071035e-10,5.74933931608e-11,6.37598591881e-11,9.53088042294e-11,3.82239258262e-11,5.47305173952e-11,5.97838189863e-11
58,9.34162060388e-11,9.69770955105e-11,8.71734857355e-11,1.04888657452e-10,1.05604006998e-10,4.13737630291e-10,1.44025163862e-10,1.24877292284e-10,1.24014239566e-10,1.72418060042e-10,1.75856669187e-10,7.6382297784e-11,8.75850090257e-11,1.01860611974e-10,1.55954668068e-10,1.1576084795e-10,1.03069420698e-10,8.44302036278e-11,2.05545986567e-10,1.6764774248e-10,1.12743083377e-10,1.09269695796e-10,1.51593142468e-10,6.27438619683e-11,1.00823107302e-10,1.01092572816e-10
59,7.28694921868e-11,7.50435191147e-11,6.92494473516e-11,9.15524455253e-11,8.80546743716e-11,4.20624091194e-10,1.33138673948e-10,1.16974361132e-10,1.08420292953e-10,1.48152355817e-10,1.61593677687e-10,5.72837617651e-11,7.03057874101e-11,8.24115896373e-11,1.43303745526e-10,1.09358418299e-10,7.58204637638e-11,6.96614443732e-11,1.94410836197e-10,1.57312164319e-10,8.40786847517e-11,9.05355368105e-11,1.37937889285e-10,5.26829004482e-11,7.98859904079e-11,8.09143554185e-11
60,7.98992967125e-11,7.83881887026e-11,6.99924892184e-11,8.56051276604e-11,8.83564494148e-11,3.31173742267e-10,1.15198686462e-10,1.0612816456e-10,1.02794387231e-10,1.38871172879e-10,1.46861268811e-10,6.22699371944e-11,7.22916590086e-11,8.61169230081e-11,1.25050300058e-10,9.40460873313e-11,1.01039273175e-10,6.9731561578e-11,1.76429436213e-10,1.2937900778e-10,9.54758824197e-11,8.975804753e-11,1.22128092663e-10,5.32597177771e-11,8.15848546133e-11,8.49839661845e-11
61,8.59277306272e-11,8.63925989482e-11,7.78254093205e-11,9.62368728744e-11,9.87703794069e-11,3.8797394541e-10,1.30069244658e-10,1.20071872569e-10,1.14372171938e-10,1.56170512765e-10,1.68487085014e-10,6.94269242116e-11,8.06432459044e-11,9.55755568328e-11,1.42449064976e-10,1.06384018751e-10,1.14078080779e-10,7.89430744648e-11,1.88342405602e-10,1.49179310913e-10,1.06093378035e-10,9.9331021327e-11,1.39599304248e-10,5.93839285262e-11,9.17003685404e-11,9.52773525864e-11
62,9.13791727326e-11,9.24920694207e-11,8.22577873102e-11,1.02325531208e-10,1.05067121087e-10,4.1955626129e-10,1.40781734364e-10,1.2983065406e-10,1.22675583733e-10,1.66939691749e-10,1.81649192608e-10,7.30342979857e-11,8.51453765972e-11,1.02316765867e-10,1.5496399298e-10,1.13762699407e-10,1.21928559162e-10,8.39596799407e-11,2.01430842366e-10,1.63994300661e-10,1.13611936575e-10,1.06114125908e-10,1.49245347088e-10,6.25953798828e-11,9.75935828419e-11,9.87787486043e-11
63,1.02515326675e-10,1.04537401705e-10,9.20763267275e-11,1.16057311948e-10,1.1975556615e-10,4.98960653669e-10,1.62461298081e-10,1.507810249e-10,1.40589215924e-10,1.92287040086e-10,2.12356109522e-10,8.056619418e-11,9.59684136031e-11,1.16557448763e-10,1.7928274118e-10,1.30637024758e-10,1.41573036948e-10,9.48609263336e-11,2.37590805885e-10,1.92256966302e-10,1.29661964925e-10,1.20516253009e-10,1.7092193625e-10,6.9135140168e-11,1.11027101855e-10,1.07913275323e-10
64,6.97810199729e-11,6.93581040366e-11,6.17705863018e-11,7.69863633276e-11,7.71645894505e-11,2.91950418989e-10,1.03397788588e-10,9.3169570463e-11,9.13274345984e-11,1.23851040573e-10,1.25139548481e-10,5.57688181784e-11,6.33426776679e-11,7.62628088173e-11,1.09796040818e-10,8.53579382269e-11,7.25930694743e-11,6.10751527661e-11,1.57173612623e-10,1.1439498403e-10,8.04108186543e-11,7.96096958108e-11,1.06466752756e-10,4.75735485864e-11,7.17457068975e-11,7.44834372203e-11
65,7.05321679311e-11,7.20156843466e-11,6.35964935253e-11,8.06258045184e-11,8.05374071482e-11,3.09942982458e-10,1.09069439581e-10,9.87381369049e-11,9.52422344838e-11,1.30099062695e-10,1.32331509489e-10,5.79583673731e-11,6.55864053602e-11,7.95334834449e-11,1.15891497356e-10,8.97382978874e-11,7.57707405368e-11,6.38826759093e-11,1.55007197426e-10,1.21967891589e-10,8.41069376343e-11,8.29044216952e-11,1.12402795449e-10,4.87907799425e-11,7.49863682808e-11,7.67017433154e-11
66,8.8806369896e-11,9.43017124948e-11,1.16947025813e-10,1.01709826495e-10,1.03883733947e-10,4.20154836735e-10,1.43077796861e-10,1.27365309773e-10,1.27751324546e-10,1.71756687771e-10,1.76616182673e-10,1.08974454117e-10,1.193672258e-10,1.02315597727e-10,1.54713395344e-10,1.15144006644e-10,1.02362440638e-10,8.06457314417e-11,2.09933387375e-10,1.66948386465e-10,1.14112265016e-10,1.07177944467e-10,1.51052864799e-10,5.80923859206e-11,9.86264602263e-11,1.03095171146e-10
67,9.13211617074e-11,9.51927350553e-11,8.30563207352e-11,1.07423031995e-10,1.0679274042e-10,4.59775751829e-10,1.50662786508e-10,1.37176909406e-10,1.28143312901e-10,1.7623363269e-10,1.85434263241e-10,7.4021857026e-11,8.62918824272e-11,1.06060056389e-10,1.63678005049e-10,1.21893610821e-10,1.00237082254e-10,8.50911292321e-11,2.1956188974e-10,1.77278055338e-10,1.12024366243e-10,1.09665812207e-10,1.55156163642e-10,6.31747965821e-11,1.00395959915e-10,9.68282319038e-11
68,5.36668413987e-11,5.24253313225e-11,4.79282705568e-11,6.49050555967e-11,6.18806161608e-11,2.67911569924e-10,9.00328410322e-11,7.97148231182e-11,7.58622440647e-11,1.0060227317e-10,1.06925817436e-10,4.24003563432e-11,4.97135990524e-11,5.82118045915e-11,9.46946316573e-11,7.60053074842e-11,5.17863681045e-11,4.91370506758e-11,1.37390942427e-10,9.93385243492e-11,5.7032146298e-11,6.37158634751e-11,9.3359263904e-11,3.99859880088e-11,5.48689287846e-11,6.00681058443e-11
69,9.18514003686e-11,9.51105311554e-11,8.34473275924e-11,1.02633810839e-10,1.02859319453e-10,3.96435308727e-10,1.38698781379e-10,1.20447355834e-10,1.20549348854e-10,1.66638144411e-10,1.68663352207e-10,7.61944858234e-11,8.57368034254e-11,1.0028882368e-10,1.50694954237e-10,1.1156410292e-10,1.00542255013e-10,8.30117938429e-11,1.98452471639e-10,1.59781727236e-10,1.09753924622e-10,1.06540681539e-10,1.46005992107e-10,6.24926301029e-11,9.85248432934e-11,9.98245965946e-11
70,9.54223208624e-11,1.00055757648e-10,8.76134760211e-11,1.08674101497e-10,1.08709277684e-10,4.26725337855e-10,1.48187572143e-10,1.28699164003e-10,1.27835086565e-10,1.7710359599e-10,1.80665554236e-10,7.97525434556e-11,8.99739273145e-11,1.05352280047e-10,1.60972562196e-10,1.18914742278e-10,1.05751386479e-10,8.77363863246e-11,2.11286307524e-10,1.72559350506e-10,1.15674680894e-10,1.12325168503e-10,1.55548736245e-10,6.55694958811e-11,1.0414366023e-10,1.02825256029e-10
71,7.44491482719e-11,7.81157647249e-11,6.90894449494e-11,9.53375635635e-11,9.1105000912e-11,4.33447378487e-10,1.37300883317e-10,1.20790099343e-10,1.12232627467e-10,1.52837581286e-10,1.66401843866e-10,6.06538119176e-11,7.24806354668e-11,8.58998120527e-11,1.4827294067e-10,1.12510798092e-10,7.8500422184e-11,7.29561644336e-11,2.00147946789e-10,1.62223813199e-10,8.69927555039e-11,9.34821686911e-11,1.41893114975e-10,5.54333087105e-11,8.32052480947e-11,8.19978170731e-11
72,5.40227070718e-10,4.25398587506e-10,5.41528469905e-10,4.69978869542e-10,4.54549614392e-10,1.43661680713e-09,5.73940950957e-10,4.50033892734e-10,4.72750962208e-10,5.16752970803e-10,6.06354858872e-10,4.15908879047e-10,5.4118237848e-10,4.43586013545e-10,6.6767875667e-10,3.9155399171e-10,4.35421921288e-10,4.6934134913e-10,7.13475632499e-10,8.11465831172e-10,4.97959206676e-10,4.7416514043e-10,5.28254126836e-10,4.11095693997e-10,5.02676930032e-10,5.57771204055e-10
73,5.3274224224e-10,4.30863880413e-10,5.45821528978e-10,4.77039012003e-10,4.60544590945e-10,1.44852851428e-09,5.83202549696e-10,4.57907059341e-10,4.76917364331e-10,5.22251802441e-10,6.14511116116e-10,4.2256760662e-10,5.46350709044e-10,4.46954889802e-10,6.75587590916e-10,3.97473377798e-10,4.41203030141e-10,4.76955424606e-10,6.86494839077e-10,8.26456429632e-10,5.04061338193e-10,4.78299336816e-10,5.35742270467e-10,4.12792892456e-10,5.08355792095e-10,5.53939323024e-10
74,5.48551071199e-10,4.46248916436e-10,5.68143104381e-10,4.96192643954e-10,4.78289057682e-10,1.50927605844e-09,6.08566268872e-10,4.76479507066e-10,4.96428135521e-10,5.4062402485e-10,6.40039124334e-10,4.38885060946e-10,5.67397474593e-10,4.62025326653e-10,7.02428989035e-10,4.12204211284e-10,4.57628184079e-10,4.96637954654e-10,7.07342193109e-10,8.66618797662e-10,5.22922618843e-10,4.95679171278e-10,5.59949620176e-10,4.29355370716e-10,5.28583459202e-10,5.58274777539e-10
75,5.92095005663e-10,4.79997612066e-10,6.16779222891e-10,5.35758235448e-10,5.16018027601e-10,1.64349699354e-09,6.58819652733e-10,5.166467988e-10,5.32208174483e-10,5.79786344065e-10,6.92382013643e-10,4.73555490707e-10,6.15136543099e-10,4.98334386917e-10,7.58277715423e-10,4.43631573845e-10,4.91997657679e-10,5.38014694228e-10,7.68261258602e-10,9.44713192202e-10,5.63077210755e-10,5.34183525976e-10,6.0517197231e-10,4.6531862461e-10,5.71234647958e-10,5.82895536436e-10
76,5.41601541495e-10,4.28534293463e-10,5.44701767694e-10,4.72905044184e-10,4.57008029693e-10,1.43720529137e-09,5.7719868295e-10,4.41610401479e-10,4.75016047963e-10,5.20850702854e-10,6.09819461425e-10,4.18914993144e-10,5.4400971308e-10,4.46195976184e-10,6.7071905668e-10,3.93612568356e-10,4.39742823007e-10,4.72011135425e-10,7.17777872662e-10,8.15761604112e-10,4.99668537327e-10,4.76987808698e-10,5.30194098137e-10,4.13008102851e-10,5.04001657905e-10,5.60046222836e-10
77,5.339153446e-10,4.33935790031e-10,5.48896092827e-10,4.79950888959e-10,4.62887736711e-10,1.44716402087e-09,5.86459079547e-10,4.48677260376e-10,4.78969669453e-10,5.26371130495e-10,6.17200865613e-10,4.25573532844e-10,5.4910626404e-10,4.49224867406e-10,6.78380446855e-10,3.99515205991e-10,4.44974599858e-10,4.79553541948e-10,6.90504166369e-10,8.30754906017e-10,5.05325369578e-10,4.81037742362e-10,5.37570677175e-10,4.14599334745e-10,5.09388290415e-10,5.55839996398e-10
78,6.37446159093e-10,5.17703628006e-10,6.64541794624e-10,5.80110986595e-10,5.53716245837e-10,1.79362672115e-09,7.17155115307e-10,5.40232358101e-10,5.7242376374e-10,6.23912837672e-10,7.49995649751e-10,5.09977252374e-10,6.63618221338e-10,5.34992898737e-10,8.31775666521e-10,4.76600544994e-10,5.314866575e-10,5.80193313866e-10,8.29829963892e-10,1.03235615189e-09,6.03343097979e-10,5.74504848108e-10,6.68548843408e-10,5.01496028153e-10,6.14395198642e-10,6.51671276298e-10
79,5.92525689111e-10,4.82948722446e-10,6.19679349923e-10,5.38656362399e-10,5.18073580464e-10,1.63870846523e-09,6.62074582243e-10,5.04058535949e-10,5.33880645072e-10,5.83869412342e-10,6.94627320371e-10,4.76559526294e-10,6.17665874937e-10,4.99742165178e-10,7.60637928417e-10,4.45646051748e-10,4.95220880652e-10,5.40482823073e-10,7.72095399456e-10,9.49006261698e-10,5.63256390343e-10,5.36683469992e-10,6.06642079569e-10,4.66962424555e-10,5.71725565098e-10,5.84245226143e-10
80,5.15555095674e-10,4.35294680759e-10,5.08441377304e-10,4.8189626873e-10,4.43030896172e-10,1.46030976691e-09,5.84700177047e-10,4.59761614288e-10,4.83393732009e-10,5.27340202091e-10,6.16782724943e-10,4.09929145101e-10,4.87088439418e-10,4.54085717904e-10,6.80873954993e-10,3.98058069818e-10,4.43404905095e-10,4.60104168627e-10,7.25381310653e-10,8.2410443312e-10,5.03628791499e-10,4.72884115315e-10,5.3763762009e-10,4.10112628819e-10,5.13971692891e-10,5.49850137024e-10
81,5.01773030015e-10,4.40745936697e-10,5.10469088541e-10,4.88913524749e-10,4.47608014398e-10,1.47203369391e-09,5.93955538164e-10,4.67628701707e-10,4.87501027742e-10,5.32815107867e-10,6.24917475261e-10,4.16048412759e-10,4.88480439997e-10,4.5725090031e-10,6.88735531778e-10,4.03930223478e-10,4.49171999739e-10,4.66445363194e-10,6.97952875271e-10,8.39092328136e-10,5.09302701168e-10,4.74934350024e-10,5.45106748254e-10,4.09976037101e-10,5.19620873501e-10,5.43823282153e-10
82,5.92743960036e-10,5.24534388662e-10,6.13416800787e-10,5.88856895108e-10,5.32460302481e-10,1.82173010777e-09,7.24605363507e-10,5.61164152305e-10,5.8118712416e-10,6.3029872353e-10,7.57758547267e-10,4.95246015733e-10,5.84283715605e-10,5.42885690283e-10,8.42368231926e-10,4.80788263785e-10,5.35870575831e-10,5.60899457729e-10,8.37275585028e-10,1.04062869135e-09,6.06471684457e-10,5.64224900064e-10,6.76228682199e-10,4.92526441946e-10,6.2527063918e-10,6.33679031183e-10
83,5.43506334772e-10,4.83908525472e-10,5.64696972253e-10,5.4001769698e-10,4.9270657183e-10,1.65120096982e-09,6.62763493032e-10,5.20414228953e-10,5.36278686021e-10,5.83896804974e-10,6.96107866824e-10,4.55803038292e-10,5.36990518637e-10,5.01670645172e-10,7.63068367688e-10,4.45427261231e-10,4.94964149488e-10,5.15777487476e-10,7.72280049616e-10,9.48871089485e-10,5.61781174188e-10,5.21201280195e-10,6.0861107097e-10,4.5175924837e-10,5.75603978945e-10,5.60990127862e-10
84,5.1625766085e-10,4.38430451652e-10,5.11401136724e-10,4.84822248222e-10,4.45270602972e-10,1.46083951504e-09,5.8795790904e-10,4.51273927008e-10,4.85650777418e-10,5.31436666004e-10,6.20253089856e-10,4.12864327729e-10,4.89479283032e-10,4.56689460345e-10,6.83908433706e-10,4.00112025744e-10,4.47736263503e-10,4.62665104159e-10,7.29681837531e-10,8.2840020606e-10,5.05320581649e-10,4.75577455324e-10,5.39576714688e-10,4.11901388983e-10,5.15273270006e-10,5.51926426651e-10
85,5.02453571442e-10,4.43816901203e-10,5.13339747333e-10,4.91823432206e-10,4.49771197626e-10,1.47059322777e-09,5.97212068015e-10,4.58337599272e-10,4.89543371893e-10,5.36933319967e-10,6.27603775975e-10,4.18983323927e-10,4.90944798185e-10,4.59515751271e-10,6.91520822916e-10,4.05970374666e-10,4.52947154388e-10,4.68953184904e-10,7.01959972649e-10,8.43390804521e-10,5.10525967428e-10,4.77608242411e-10,5.46934888197e-10,4.11699812974e-10,5.20628607054e-10,5.45505390709e-10
86,5.9267800697e-10,5.27542944199e-10,6.16140608364e-10,5.9176074793e-10,5.34465917022e-10,1.81676368069e-09,7.27860714835e-10,5.4985872749e-10,5.82919956834e-10,6.34431703278e-10,7.60344317476e-10,4.98180138117e-10,5.86605098641e-10,5.44949750788e-10,8.44811430438e-10,4.82818174027e-10,5.39413538333e-10,5.63344732863e-10,8.41131562487e-10,1.04492176085e-09,6.07350450876e-10,5.66805673781e-10,6.77863827293e-10,4.94108024253e-10,6.25589297797e-10,6.34911494206e-10
87,5.43411326216e-10,4.86859315554e-10,5.67384323943e-10,5.42916974711e-10,4.94571027831e-10,1.64639782211e-09,6.66018422542e-10,5.07812946757e-10,5.37950080496e-10,5.87981226758e-10,6.9835405496e-10,4.58738291241e-10,5.39253477982e-10,5.03075648938e-10,7.65428136501e-10,4.47439322079e-10,4.98188436142e-10,5.18152466789e-10,7.76116390338e-10,9.53166862425e-10,5.61912121122e-10,5.23631724697e-10,6.10081878381e-10,4.53328546594e-10,5.76091461354e-10,5.62097460493e-10
88,5.0192187112e-10,4.35514647365e-10,4.76470604931e-10,4.82067549217e-10,4.40246330429e-10,1.46245678352e-09,5.85262876209e-10,4.60061724847e-10,4.83669697266e-10,5.27648944419e-10,6.17422460209e-10,4.09851925331e-10,4.78802355689e-10,4.54239869304e-10,6.8157761283e-10,3.98232381174e-10,4.43749938548e-10,4.59811096148e-10,7.26230760724e-10,8.25256100378e-10,5.03861044656e-10,4.6939174288e-10,5.38123858395e-10,4.0761026521e-10,5.14318093611e-10,5.35527568395e-10
89,4.81240372643e-10,4.40965058992e-10,4.73518598647e-10,4.8908591875e-10,4.43695654575e-10,1.47415329954e-09,5.94521210105e-10,4.67929797369e-10,4.87771671839e-10,5.33120692152e-10,6.2555264752e-10,4.15972100737e-10,4.78433133856e-10,4.57350218942e-10,6.89431800251e-10,4.04093422645e-10,4.49515066653e-10,4.66045778744e-10,6.98718265451e-10,8.40249402282e-10,5.09353399387e-10,4.69735009885e-10,5.45589484302e-10,4.06186313784e-10,5.19963503589e-10,5.2549728167e-10
90,5.63583873883e-10,5.24776703112e-10,5.66070561686e-10,5.89058088386e-10,5.27428894968e-10,1.82392565881e-09,7.25207368616e-10,5.61490990364e-10,5.81483676146e-10,6.3063117768e-10,7.58432310587e-10,4.95189584555e-10,5.70251726728e-10,5.42989645918e-10,8.43099090244e-10,4.80929348886e-10,5.36238072981e-10,5.60323526632e-10,8.38064567544e-10,1.04183983438e-09,6.06374918203e-10,5.56463716667e-10,6.76741830311e-10,4.87135781139e-10,6.25644017678e-10,6.08560072415e-10
91,5.22750643921e-10,4.90076880518e-10,5.27941852578e-10,5.47659820699e-10,4.94130881897e-10,1.66879677334e-09,6.70134490538e-10,5.26666587325e-10,5.4300965996e-10,5.90639607794e-10,7.03408306069e-10,4.63384584956e-10,5.30447766411e-10,5.0848237208e-10,7.71992199095e-10,4.50072197045e-10,5.00284946426e-10,5.22465393193e-10,7.80356332623e-10,9.58500757964e-10,5.67166867079e-10,5.19672880514e-10,6.15000751443e-10,4.54073874795e-10,5.8283069481e-10,5.41240588715e-10
92,5.02384869362e-10,4.38650366279e-10,4.79178162039e-10,4.84994918508e-10,4.42433007039e-10,1.4629775621e-09,5.88522350305e-10,4.51562561257e-10,4.85926148572e-10,5.31745330986e-10,6.20893401197e-10,4.12787032311e-10,4.81059025445e-10,4.56843499105e-10,6.84611437176e-10,4.00286274012e-10,4.48082023835e-10,4.62367134518e-10,7.30531165361e-10,8.29554576762e-10,5.05549770235e-10,4.72003878501e-10,5.40062985818e-10,4.09367868454e-10,5.15614743636e-10,5.3745736104e-10
93,4.81569731679e-10,4.44034752473e-10,4.76182024653e-10,4.91995828105e-10,4.45814353378e-10,1.47269654848e-09,5.97777739957e-10,4.58625986558e-10,4.89813337962e-10,5.3724024833e-10,6.282405416e-10,4.18906928631e-10,4.80827865852e-10,4.59613441833e-10,6.92216238922e-10,4.06132966358e-10,4.53290485325e-10,4.68551269226e-10,7.02725075367e-10,8.44545175223e-10,5.10566172248e-10,4.72367041436e-10,5.47417610493e-10,4.07868994723e-10,5.20966171885e-10,5.26983170094e-10
94,5.61383943034e-10,5.25726858916e-10,5.73210298479e-10,5.95497984055e-10,5.34680998736e-10,1.82353953957e-09,7.19893716584e-10,5.5324700632e-10,5.86430776385e-10,6.33788784497e-10,7.56900764972e-10,4.96748357306e-10,5.72517755771e-10,5.45050872424e-10,8.45539165392e-10,4.82957813291e-10,5.39779912681e-10,5.62762939841e-10,8.41920188281e-10,1.04613290388e-09,6.07242218109e-10,5.589998373e-10,6.78375326408e-10,4.8868722801e-10,6.25955929677e-10,6.09500337948e-10
95,5.22229381063e-10,4.93027668873e-10,5.30417320642e-10,5.5055765907e-10,4.95943295096e-10,1.66391165775e-09,6.73389420048e-10,5.140038521e-10,5.44670302062e-10,5.94723998527e-10,7.05654493975e-10,4.66319722927e-10,5.32656902086e-10,5.09887301407e-10,7.74343618015e-10,4.52084730897e-10,5.03509357957e-10,5.24837512673e-10,7.84190947217e-10,9.62799234348e-10,5.67285348372e-10,5.22060041901e-10,6.16470076175e-10,4.5561144996e-10,5.83292604621e-10,5.42020029243e-10
